round,agent,action,clicks,payout,profit,timestamp
0,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.905836
0,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.905944
0,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.906018
0,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.906085
0,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.906152
1,takeshi,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.906204
1,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.906270
1,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.906335
1,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.906398
1,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.906462
2,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.906534
2,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.906600
2,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.906664
2,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.906727
2,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.906791
3,takeshi,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.906832
3,kazuya,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.906873
3,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.906936
3,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.906999
3,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.907062
4,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.907126
4,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.907191
4,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.907255
4,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.907318
4,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.907381
5,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.907445
5,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.907534
5,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.907600
5,senku,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.907649
5,yuzu,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.907697
6,takeshi,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.907747
6,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.907810
6,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.907874
6,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.907939
6,yuzu,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.907996
7,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.908061
7,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.908125
7,lelouch,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.908181
7,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.908245
7,yuzu,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.908294
8,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.908365
8,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.908429
8,lelouch,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.908485
8,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.908566
8,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.908631
9,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.908696
9,kazuya,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.908744
9,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.908807
9,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.908870
9,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.908934
10,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.908998
10,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.909061
10,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.909125
10,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.909189
10,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.909252
11,takeshi,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.909293
11,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.909357
11,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.909421
11,senku,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.909461
11,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.909530
12,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.909600
12,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.909663
12,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.909727
12,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.909790
12,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.909853
13,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.909919
13,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.909982
13,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.910045
13,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.910111
13,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.910174
14,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.910239
14,kazuya,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.910288
14,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.910352
14,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.910415
14,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.910478
15,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.910548
15,kazuya,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.910605
15,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.910670
15,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.910733
15,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.910797
16,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.910860
16,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.910924
16,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.910987
16,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.911050
16,yuzu,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.911098
17,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.911164
17,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.911228
17,lelouch,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.911276
17,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.911346
17,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.911409
18,takeshi,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.911458
18,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.911527
18,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.911591
18,senku,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.911640
18,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.911703
19,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.911768
19,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.911832
19,lelouch,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.911881
19,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.911944
19,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.912009
20,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.912075
20,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.912138
20,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.912201
20,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.912265
20,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.912328
21,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.912392
21,kazuya,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.912448
21,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.912517
21,senku,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.912558
21,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.912621
22,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.912686
22,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.912749
22,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.912813
22,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.912877
22,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.912942
23,takeshi,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.912983
23,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.913046
23,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.913108
23,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.913173
23,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.913237
24,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.913301
24,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.913365
24,lelouch,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.913404
24,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.913467
24,yuzu,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.913520
25,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.913586
25,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.913650
25,lelouch,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.913706
25,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.913772
25,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.913837
26,takeshi,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.913886
26,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.913950
26,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.914015
26,senku,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.914054
26,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.914117
27,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.914182
27,kazuya,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.914222
27,lelouch,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.914278
27,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.914343
27,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.914407
28,takeshi,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.914464
28,kazuya,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.914521
28,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.914586
28,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.914649
28,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.914712
29,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.914924
29,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.915005
29,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.915070
29,senku,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.915119
29,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.915184
30,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.915248
30,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.915311
30,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.915375
30,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.915438
30,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.915501
31,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.915621
31,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.915692
31,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.915758
31,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.915821
31,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.915884
32,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.915950
32,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.916013
32,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.916077
32,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.916140
32,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.916204
33,takeshi,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.916245
33,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.916308
33,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.916371
33,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.916434
33,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.916496
34,takeshi,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.916552
34,kazuya,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.916608
34,lelouch,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.916664
34,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.916728
34,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.916790
35,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.916854
35,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.916916
35,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.916980
35,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.917042
35,yuzu,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.917081
36,takeshi,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.917121
36,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.917184
36,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.917247
36,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.917310
36,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.917807
37,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.917884
37,kazuya,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.917944
37,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.918008
37,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.918071
37,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.918134
38,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.918198
38,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.918260
38,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.918324
38,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.918388
38,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.918450
39,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.918527
39,kazuya,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.918571
39,lelouch,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.918628
39,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.918692
39,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.918756
40,takeshi,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.918795
40,kazuya,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.918853
40,lelouch,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.918901
40,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.918963
40,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.919026
41,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.919089
41,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.919152
41,lelouch,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.919191
41,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.919253
41,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.919315
42,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.919379
42,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.919442
42,lelouch,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.919490
42,senku,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.919592
42,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.919656
43,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.919720
43,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.919860
43,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.919929
43,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.919993
43,yuzu,cashout,3,2.5,15.0,2025-10-31T22:07:47.920056
44,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.920120
44,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.920182
44,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.920245
44,senku,cashout,3,2.5,15.0,2025-10-31T22:07:47.920308
45,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.920374
45,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.920438
45,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.920507
46,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.920574
46,kazuya,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.920613
46,lelouch,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.920652
47,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.920716
47,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.920781
47,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.920843
48,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.920909
48,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.920972
48,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.921037
49,takeshi,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.921095
49,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.921159
49,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.921223
50,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.921286
50,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.921350
50,lelouch,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.921400
51,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.921465
51,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.921534
51,lelouch,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.921583
52,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.921710
52,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.921780
52,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.921844
53,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.921908
53,kazuya,cashout,3,2.5,15.0,2025-10-31T22:07:47.921971
53,lelouch,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.922028
54,takeshi,cashout,3,2.5,15.0,2025-10-31T22:07:47.922092
54,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.922156
55,lelouch,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.922214
56,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.922279
57,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.922347
58,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.922413
59,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.922477
60,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.922575
61,lelouch,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.922636
62,lelouch,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.922678
63,lelouch,click_mine,1,0.0,-10.0,2025-10-31T22:07:47.922718
64,lelouch,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.922775
65,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.922840
66,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.922905
67,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.922970
68,lelouch,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.923020
69,lelouch,click_mine,2,0.0,-10.0,2025-10-31T22:07:47.923069
70,lelouch,click_mine,3,0.0,-10.0,2025-10-31T22:07:47.923126
71,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.923194
72,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.923259
73,lelouch,cashout,3,2.5,15.0,2025-10-31T22:07:47.923324
